7.80E-05,-83.35799769,7.60E-05,-86.0435241,6.60E-05,-79.49611494,3.80E-05,-78.9465097
0.000178,-81.86516899,0.000176,-82.9726996,0.000166,-77.10307448,0.000138,-69.28992707
0.000278,-73.50842443,0.000276,-83.65146414,0.000266,-77.8395329,0.000238,-53.76228311
0.000378,-66.69159962,0.000376,-82.30363986,0.000366,-76.63446284,0.000338,-44.87871713
0.000478,-60.86453649,0.000476,-80.70235743,0.000466,-75.65890539,0.000438,-37.30287507
0.000578,-57.14869515,0.000576,-78.06920853,0.000566,-74.24231206,0.000538,-28.61083048
0.000678,-54.00684323,0.000676,-75.66383289,0.000666,-72.60460931,0.000638,-22.56914241
0.000778,-50.78961935,0.000776,-72.45808563,0.000766,-71.07205911,0.000738,-18.98493768
0.000878,-47.09264008,0.000876,-69.5508683,0.000866,-69.6802779,0.000838,-16.21370739
0.000978,-42.97164802,0.000976,-66.7855948,0.000966,-68.31842295,0.000938,-13.73964007
0.001078,-38.55397185,0.001076,-64.29914172,0.001066,-66.67773275,0.001038,-11.68693343
0.001178,-34.77030662,0.001176,-62.13581893,0.001166,-65.15992742,0.001138,-9.858997071
0.001278,-31.64618806,0.001276,-60.00323313,0.001266,-63.45791115,0.001238,-8.133782566
0.001378,-29.09101893,0.001376,-57.67843346,0.001366,-61.76805318,0.001338,-6.683008137
0.001478,-26.63417033,0.001476,-55.53312309,0.001466,-60.18572263,0.001438,-5.610238461
0.001578,-24.13794098,0.001576,-53.49322374,0.001566,-58.87150982,0.001538,-4.657152644
0.001678,-21.44289566,0.001676,-51.7326156,0.001666,-57.54380152,0.001638,-3.895594483
0.001778,-18.92881468,0.001776,-49.97906179,0.001766,-56.18296623,0.001738,-3.050989301
0.001878,-16.58596625,0.001876,-48.1333254,0.001866,-54.87004834,0.001838,-2.347297792
0.001978,-14.04803709,0.001976,-46.21484801,0.001966,-53.637615,0.001938,-1.682037114
0.002078,-11.26944554,0.002076,-44.39983444,0.002066,-52.44895229,0.002038,-1.138183009
0.002178,-8.855122939,0.002176,-42.76073884,0.002166,-51.35204102,0.002138,-0.722765074
0.002278,-6.920092278,0.002276,-41.13437691,0.002266,-50.23629254,0.002238,-0.399494531
0.002378,-5.203869679,0.002376,-39.50633341,0.002366,-49.24285644,0.002338,-0.044927171
0.002478,-3.732270646,0.002476,-37.89208662,0.002466,-48.25029572,0.002438,0.188591037
0.002578,-2.452818588,0.002576,-36.35841615,0.002566,-47.17858759,0.002538,0.374648651
0.002678,-1.382913407,0.002676,-34.836931,0.002666,-46.20197281,0.002638,0.499127623
0.002778,-0.457618084,0.002776,-33.18154917,0.002766,-45.26541407,0.002738,0.544565219
0.002878,0.266704761,0.002876,-31.64923909,0.002866,-44.3372396,0.002838,0.593312508
0.002978,0.73281028,0.002976,-30.34309341,0.002966,-43.28426912,0.002938,0.567762924
0.003078,1.102295182,0.003076,-29.14807819,0.003066,-42.38255147,0.003038,0.474185369
0.003178,1.525225761,0.003176,-28.03217918,0.003166,-41.48897001,0.003138,0.480484438
0.003278,1.677290344,0.003276,-27.07457009,0.003266,-40.51335834,0.003238,0.494825741
0.003378,1.777155134,0.003376,-26.18235187,0.003366,-39.62075034,0.003338,0.39814868
0.003478,1.852742211,0.003476,-25.18442164,0.003466,-38.67665015,0.003438,0.366986824
0.003578,1.947208553,0.003576,-24.19538347,0.003566,-37.79769881,0.003538,0.352407065
0.003678,1.864967748,0.003676,-23.13151501,0.003666,-37.00642583,0.003638,0.309404463
0.003778,1.744665857,0.003776,-21.94533508,0.003766,-36.14127084,0.003738,0.357064487
0.003878,1.670992463,0.003876,-20.7435529,0.003866,-35.31186212,0.003838,0.338416847
0.003978,1.651783795,0.003976,-19.53596697,0.003966,-34.44558034,0.003938,0.325684813
0.004078,1.494275772,0.004076,-18.23765681,0.004066,-33.71333135,0.004038,0.349569663
0.004178,1.329348372,0.004176,-17.02551191,0.004166,-32.91366673,0.004138,0.214570996
0.004278,1.16653776,0.004276,-15.61863953,0.004266,-32.148427,0.004238,0.23519628
0.004378,1.021872919,0.004376,-14.27968562,0.004366,-31.3902539,0.004338,0.162413637
0.004478,0.842159367,0.004476,-12.95660212,0.004466,-30.64936621,0.004438,0.104333436
0.004578,0.71220388,0.004576,-11.65693477,0.004566,-29.92884824,0.004538,0.049251155
