7.60E-05,-86.19793083,7.60E-05,-85.91746487,7.60E-05,-85.80453669,7.60E-05,-85.66409318,7.60E-05,-86.0435241
0.000176,-83.96633417,0.000176,-84.07026978,0.000176,-83.68567943,0.000176,-83.26346636,0.000176,-82.9726996
0.000276,-83.55746086,0.000276,-83.78815634,0.000276,-83.67634855,0.000276,-83.65017857,0.000276,-83.65146414
0.000376,-82.88831141,0.000376,-82.81811875,0.000376,-82.65057435,0.000376,-82.55732785,0.000376,-82.30363986
0.000476,-82.09858018,0.000476,-81.83845482,0.000476,-81.52104343,0.000476,-80.89676422,0.000476,-80.70235743
0.000576,-80.60864018,0.000576,-80.42646453,0.000576,-80.16396705,0.000576,-79.35630468,0.000576,-78.06920853
0.000676,-79.68022167,0.000676,-78.83023958,0.000676,-77.79839259,0.000676,-76.88662416,0.000676,-75.66383289
0.000776,-77.66908444,0.000776,-76.82586695,0.000776,-75.91467273,0.000776,-74.36432535,0.000776,-72.45808563
0.000876,-76.06775669,0.000876,-74.94730842,0.000876,-73.44834209,0.000876,-71.53919257,0.000876,-69.5508683
0.000976,-74.12976378,0.000976,-72.64994728,0.000976,-70.8673893,0.000976,-68.96137327,0.000976,-66.7855948
0.001076,-72.11120297,0.001076,-70.34487391,0.001076,-68.56517932,0.001076,-66.42990509,0.001076,-64.29914172
0.001176,-69.96283028,0.001176,-68.21494244,0.001176,-66.25905611,0.001176,-64.18080944,0.001176,-62.13581893
0.001276,-68.08598282,0.001276,-66.19625396,0.001276,-64.22195046,0.001276,-62.29205574,0.001276,-60.00323313
0.001376,-66.20811739,0.001376,-64.34586359,0.001376,-62.52890613,0.001376,-60.4495594,0.001376,-57.67843346
0.001476,-64.50653086,0.001476,-62.79830881,0.001476,-60.89153306,0.001476,-58.38519318,0.001476,-55.53312309
0.001576,-63.07641475,0.001576,-61.26590827,0.001576,-59.21347731,0.001576,-56.39124013,0.001576,-53.49322374
0.001676,-61.69371881,0.001676,-59.82593242,0.001676,-57.37364384,0.001676,-54.52579433,0.001676,-51.7326156
0.001776,-60.39942103,0.001776,-58.25982266,0.001776,-55.58880755,0.001776,-52.92439709,0.001776,-49.97906179
0.001876,-59.02664042,0.001876,-56.67164564,0.001876,-53.97331773,0.001876,-51.27460476,0.001876,-48.1333254
0.001976,-57.63929726,0.001976,-55.04503779,0.001976,-52.5212343,0.001976,-49.66528333,0.001976,-46.21484801
0.002076,-56.2423083,0.002076,-53.65632436,0.002076,-51.02744746,0.002076,-48.07285655,0.002076,-44.39983444
0.002176,-54.83530916,0.002176,-52.33183157,0.002176,-49.64995121,0.002176,-46.34040697,0.002176,-42.76073884
0.002276,-53.49986697,0.002276,-51.01017161,0.002276,-48.2212769,0.002276,-44.79380254,0.002276,-41.13437691
0.002376,-52.37205612,0.002376,-49.74670328,0.002376,-46.63143324,0.002376,-43.14878223,0.002376,-39.50633341
0.002476,-51.27379427,0.002476,-48.47165144,0.002476,-45.21236165,0.002476,-41.6638491,0.002476,-37.89208662
0.002576,-50.0631881,0.002576,-47.11370086,0.002576,-43.75978597,0.002576,-40.23110606,0.002576,-36.35841615
