7.80E-05,-85.90084228,7.60E-05,-85.91746487,6.60E-05,-79.88305016,3.80E-05,-7.86E+01
0.000178,-82.83989032,0.000176,-84.07026978,0.000166,-77.35739474,0.000138,-70.4398519
0.000278,-80.26212591,0.000276,-83.78815634,0.000266,-77.1513261,0.000238,-56.47299325
0.000378,-76.31553945,0.000376,-82.81811875,0.000366,-77.00282269,0.000338,-47.05320099
0.000478,-72.64564029,0.000476,-81.83845482,0.000466,-75.78927879,0.000438,-40.84449753
0.000578,-68.33481039,0.000576,-80.42646453,0.000566,-75.10399537,0.000538,-32.92209583
0.000678,-63.623204,0.000676,-78.83023958,0.000666,-73.41446833,0.000638,-27.04103528
0.000778,-60.9328211,0.000776,-76.82586695,0.000766,-72.03568459,0.000738,-22.61794862
0.000878,-58.15857224,0.000876,-74.94730842,0.000866,-70.75766061,0.000838,-19.72337391
0.000978,-55.96891982,0.000976,-72.64994728,0.000966,-69.52682064,0.000938,-17.2694784
0.001078,-54.00955971,0.001076,-70.34487391,0.001066,-68.35267024,0.001038,-15.12458262
0.001178,-52.14427378,0.001176,-68.21494244,0.001166,-66.96338555,0.001138,-13.20780536
0.001278,-49.96231925,0.001276,-66.19625396,0.001266,-65.6687661,0.001238,-11.32745719
0.001378,-47.50387262,0.001376,-64.34586359,0.001366,-64.35133657,0.001338,-9.574397207
0.001478,-45.14357521,0.001476,-62.79830881,0.001466,-62.87878001,0.001438,-8.103574155
0.001578,-42.65356544,0.001576,-61.26590827,0.001566,-61.4460596,0.001538,-6.853175146
0.001678,-40.0555048,0.001676,-59.82593242,0.001666,-60.09093309,0.001638,-5.646306232
0.001778,-37.43510401,0.001776,-58.25982266,0.001766,-58.98192391,0.001738,-4.679680728
0.001878,-35.00187908,0.001876,-56.67164564,0.001866,-57.88415408,0.001838,-3.936843169
0.001978,-32.97515697,0.001976,-55.04503779,0.001966,-56.73374809,0.001938,-3.123807485
0.002078,-31.29476408,0.002076,-53.65632436,0.002066,-55.63159621,0.002038,-2.484105977
0.002178,-29.70939959,0.002176,-52.33183157,0.002166,-54.57249051,0.002138,-1.868756755
0.002278,-28.21014653,0.002276,-51.01017161,0.002266,-53.49184642,0.002238,-1.285315766
0.002378,-26.51341607,0.002376,-49.74670328,0.002366,-52.48964652,0.002338,-0.853161095
0.002478,-24.95035516,0.002476,-48.47165144,0.002466,-51.51795996,0.002438,-0.472356717
0.002578,-23.18702549,0.002576,-47.11370086,0.002566,-50.64470906,0.002538,-0.143193487
0.002678,-21.36619244,0.002676,-45.73838256,0.002666,-49.79194657,0.002638,0.035783327
0.002778,-19.63614405,0.002776,-44.49690274,0.002766,-48.94736487,0.002738,0.263228277
0.002878,-17.75885246,0.002876,-43.26344233,0.002866,-48.05608191,0.002838,0.411971317
0.002978,-16.02805779,0.002976,-42.04946319,0.002966,-47.19305076,0.002938,0.56261506
