7.80E-05,-85.89285272,7.80E-05,-85.90084228,7.80E-05,-85.66904868,7.80E-05,-84.2397791,7.80E-05,-83.35799769
0.000178,-82.19911178,0.000178,-82.83989032,0.000178,-82.43239478,0.000178,-81.89010301,0.000178,-81.86516899
0.000278,-80.97290217,0.000278,-80.26212591,0.000278,-78.30109751,0.000278,-76.28477775,0.000278,-73.50842443
0.000378,-78.29890678,0.000378,-76.31553945,0.000378,-74.02496537,0.000378,-71.11688315,0.000378,-66.69159962
0.000478,-74.72869057,0.000478,-72.64564029,0.000478,-69.15051409,0.000478,-65.0269999,0.000478,-60.86453649
0.000578,-72.30576103,0.000578,-68.33481039,0.000578,-63.76549294,0.000578,-60.40673152,0.000578,-57.14869515
0.000678,-68.4887365,0.000678,-63.623204,0.000678,-60.239226,0.000678,-56.9129445,0.000678,-54.00684323
0.000778,-64.65755896,0.000778,-60.9328211,0.000778,-57.23811667,0.000778,-54.27318061,0.000778,-50.78961935
0.000878,-62.10785148,0.000878,-58.15857224,0.000878,-54.86090203,0.000878,-51.57185474,0.000878,-47.09264008
0.000978,-59.7922282,0.000978,-55.96891982,0.000978,-52.67571332,0.000978,-48.18472274,0.000978,-42.97164802
0.001078,-57.5996905,0.001078,-54.00955971,0.001078,-50.1375057,0.001078,-44.83632928,0.001078,-38.55397185
0.001178,-55.78804472,0.001178,-52.14427378,0.001178,-47.16068116,0.001178,-41.09171152,0.001178,-34.77030662
0.001278,-54.07406628,0.001278,-49.96231925,0.001278,-44.30323996,0.001278,-37.35727381,0.001278,-31.64618806
0.001378,-52.47130093,0.001378,-47.50387262,0.001378,-41.24549848,0.001378,-34.11951511,0.001378,-29.09101893
0.001478,-50.92796291,0.001478,-45.14357521,0.001478,-38.05793123,0.001478,-31.48552463,0.001478,-26.63417033
0.001578,-49.16910323,0.001578,-42.65356544,0.001578,-35.22908668,0.001578,-29.24329299,0.001578,-24.13794098
0.001678,-47.21729633,0.001678,-40.0555048,0.001678,-32.72023398,0.001678,-27.12221108,0.001678,-21.44289566
0.001778,-45.18190471,0.001778,-37.43510401,0.001778,-30.64823014,0.001778,-24.85249699,0.001778,-18.92881468
0.001878,-43.15678753,0.001878,-35.00187908,0.001878,-28.94302272,0.001878,-22.58385345,0.001878,-16.58596625
0.001978,-41.07558319,0.001978,-32.97515697,0.001978,-26.99782594,0.001978,-20.26669447,0.001978,-14.04803709
0.002078,-38.92510997,0.002078,-31.29476408,0.002078,-24.92630232,0.002078,-17.89278122,0.002078,-11.26944554
0.002178,-36.69965596,0.002178,-29.70939959,0.002178,-22.84258988,0.002178,-15.71657593,0.002178,-8.855122939
0.002278,-34.8319932,0.002278,-28.21014653,0.002278,-20.85910779,0.002278,-13.2954895,0.002278,-6.920092278
